FIPS Code,state/area,year,Civilian non-institutional population,CLF-Total,CLF-Pecent of population,Employment-Total,Employment-Percent of population,Unemployment-Total,Unemployment-Rate
11,District of Columbia,1996,"452,039   ","289,593   ",64.1   ,"265,134   ",58.7   ,"24,459   ",8.4   
12,Florida,1996,"11,556,901   ","7,169,118   ",62.0   ,"6,790,347   ",58.8   ,"378,771   ",5.3   
13,Georgia,1996,"5,587,197   ","3,802,061   ",68.0   ,"3,626,493   ",64.9   ,"175,568   ",4.6   
15,Hawaii,1996,"873,902   ","592,130   ",67.8   ,"557,173   ",63.8   ,"34,957   ",5.9   
16,Idaho,1996,"878,746   ","616,168   ",70.1   ,"582,796   ",66.3   ,"33,372   ",5.4   
17,Illinois,1996,"9,091,679   ","6,238,115   ",68.6   ,"5,907,742   ",65.0   ,"330,373   ",5.3   
18,Indiana,1996,"4,476,964   ","3,097,829   ",69.2   ,"2,975,820   ",66.5   ,"122,009   ",3.9   
19,Iowa,1996,"2,191,433   ","1,610,399   ",73.5   ,"1,552,587   ",70.8   ,"57,812   ",3.6   
20,Kansas,1996,"1,938,667   ","1,368,780   ",70.6   ,"1,310,346   ",67.6   ,"58,434   ",4.3   
21,Kentucky,1996,"2,985,016   ","1,871,151   ",62.7   ,"1,769,764   ",59.3   ,"101,387   ",5.4   
22,Louisiana,1996,"3,219,038   ","1,987,457   ",61.7   ,"1,859,378   ",57.8   ,"128,079   ",6.4   
23,Maine,1996,"962,080   ","654,176   ",68.0   ,"619,380   ",64.4   ,"34,796   ",5.3   
24,Maryland,1996,"3,858,133   ","2,750,863   ",71.3   ,"2,615,061   ",67.8   ,"135,802   ",4.9   
25,Massachusetts,1996,"4,778,180   ","3,232,958   ",67.7   ,"3,083,897   ",64.5   ,"149,061   ",4.6   
26,Michigan,1996,"7,360,932   ","4,892,622   ",66.5   ,"4,652,611   ",63.2   ,"240,011   ",4.9   
27,Minnesota,1996,"3,539,060   ","2,666,860   ",75.4   ,"2,564,207   ",72.5   ,"102,653   ",3.8   
28,Mississippi,1996,"2,023,548   ","1,260,613   ",62.3   ,"1,185,156   ",58.6   ,"75,457   ",6.0   
29,Missouri,1996,"4,088,620   ","2,878,161   ",70.4   ,"2,741,539   ",67.1   ,"136,622   ",4.7   
30,Montana,1996,"667,523   ","448,736   ",67.2   ,"423,859   ",63.5   ,"24,877   ",5.5   
31,Nebraska,1996,"1,245,732   ","917,096   ",73.6   ,"892,309   ",71.6   ,"24,787   ",2.7   
32,Nevada,1996,"1,283,579   ","891,235   ",69.4   ,"845,771   ",65.9   ,"45,464   ",5.1   
33,New Hampshire,1996,"893,997   ","634,990   ",71.0   ,"611,146   ",68.4   ,"23,844   ",3.8   
34,New Jersey,1996,"6,243,576   ","4,181,706   ",67.0   ,"3,925,777   ",62.9   ,"255,929   ",6.1   
35,New Mexico,1996,"1,280,352   ","815,705   ",63.7   ,"754,101   ",58.9   ,"61,604   ",7.6   
36,New York,1996,"14,229,191   ","8,786,045   ",61.7   ,"8,237,872   ",57.9   ,"548,173   ",6.2   
51000,New York city,1996,"5,962,563   ","3,392,615   ",56.9   ,"3,095,650   ",51.9   ,"296,965   ",8.8   
37,North Carolina,1996,"5,710,173   ","3,873,135   ",67.8   ,"3,704,323   ",64.9   ,"168,812   ",4.4   
38,North Dakota,1996,"482,887   ","346,195   ",71.7   ,"335,289   ",69.4   ,"10,906   ",3.2   
39,Ohio,1996,"8,523,697   ","5,663,419   ",66.4   ,"5,380,204   ",63.1   ,"283,215   ",5.0   
40,Oklahoma,1996,"2,480,697   ","1,585,506   ",63.9   ,"1,521,733   ",61.3   ,"63,773   ",4.0   
41,Oregon,1996,"2,499,692   ","1,709,067   ",68.4   ,"1,613,773   ",64.6   ,"95,294   ",5.6   
42,Pennsylvania,1996,"9,402,742   ","5,981,116   ",63.6   ,"5,650,972   ",60.1   ,"330,144   ",5.5   
44,Rhode Island,1996,"787,762   ","517,071   ",65.6   ,"490,230   ",62.2   ,"26,841   ",5.2   
45,South Carolina,1996,"2,849,311   ","1,884,580   ",66.1   ,"1,777,622   ",62.4   ,"106,958   ",5.7   
46,South Dakota,1996,"544,749   ","391,179   ",71.8   ,"378,386   ",69.5   ,"12,793   ",3.3   
47,Tennessee,1996,"4,148,238   ","2,758,773   ",66.5   ,"2,615,161   ",63.0   ,"143,612   ",5.2   
48,Texas,1996,"14,064,732   ","9,724,406   ",69.1   ,"9,164,542   ",65.2   ,"559,864   ",5.8   
49,Utah,1996,"1,451,704   ","1,041,155   ",71.7   ,"1,005,984   ",69.3   ,"35,171   ",3.4   
50,Vermont,1996,"453,906   ","325,436   ",71.7   ,"311,770   ",68.7   ,"13,666   ",4.2   
51,Virginia,1996,"5,043,278   ","3,431,447   ",68.0   ,"3,286,050   ",65.2   ,"145,397   ",4.2   
53,Washington,1996,"4,191,991   ","2,894,554   ",69.0   ,"2,723,746   ",65.0   ,"170,808   ",5.9   
54,West Virginia,1996,"1,438,096   ","791,166   ",55.0   ,"730,462   ",50.8   ,"60,704   ",7.7   
55,Wisconsin,1996,"3,953,579   ","2,920,275   ",73.9   ,"2,815,076   ",71.2   ,"105,199   ",3.6   
56,Wyoming,1996,"362,617   ","254,710   ",70.2   ,"241,981   ",66.7   ,"12,729   ",5.0   
01,Alabama,1997,"3,311,693   ","2,128,388   ",64.3   ,"2,022,990   ",61.1   ,"105,398   ",5.0   
02,Alaska,1997,"422,329   ","311,446   ",73.7   ,"289,660   ",68.6   ,"21,786   ",7.0   
04,Arizona,1997,"3,576,427   ","2,307,579   ",64.5   ,"2,201,036   ",61.5   ,"106,543   ",4.6   
05,Arkansas,1997,"1,962,372   ","1,238,214   ",63.1   ,"1,174,911   ",59.9   ,"63,303   ",5.1   
06,California,1997,"23,830,702   ","15,800,889   ",66.3   ,"14,789,607   ",62.1   ,"1,011,282   ",6.4   
037,Los Angeles County,1997,"6,764,161   ","4,431,800   ",65.5   ,"4,125,804   ",61.0   ,"305,996   ",6.9   
08,Colorado,1997,"3,040,158   ","2,209,916   ",72.7   ,"2,135,599   ",70.2   ,"74,317   ",3.4   
09,Connecticut,1997,"2,564,685   ","1,753,844   ",68.4   ,"1,671,437   ",65.2   ,"82,407   ",4.7   
10,Delaware,1997,"572,635   ","389,531   ",68.0   ,"373,738   ",65.3   ,"15,793   ",4.1   
11,District of Columbia,1997,"449,408   ","285,675   ",63.6   ,"262,397   ",58.4   ,"23,278   ",8.1   
12,Florida,1997,"11,801,240   ","7,368,304   ",62.4   ,"7,004,894   ",59.4   ,"363,410   ",4.9   
13,Georgia,1997,"5,721,908   ","3,941,141   ",68.9   ,"3,764,654   ",65.8   ,"176,487   ",4.5   
15,Hawaii,1997,"884,748   ","599,156   ",67.7   ,"563,562   ",63.7   ,"35,594   ",5.9   
16,Idaho,1997,"898,783   ","631,142   ",70.2   ,"598,183   ",66.6   ,"32,959   ",5.2   
17,Illinois,1997,"9,150,189   ","6,290,049   ",68.7   ,"5,988,397   ",65.4   ,"301,652   ",4.8   
18,Indiana,1997,"4,509,181   ","3,115,837   ",69.1   ,"3,010,660   ",66.8   ,"105,177   ",3.4   
19,Iowa,1997,"2,202,821   ","1,601,492   ",72.7   ,"1,551,049   ",70.4   ,"50,443   ",3.1   
20,Kansas,1997,"1,955,254   ","1,381,725   ",70.7   ,"1,329,212   ",68.0   ,"52,513   ",3.8   
21,Kentucky,1997,"3,004,497   ","1,907,764   ",63.5   ,"1,808,277   ",60.2   ,"99,487   ",5.2   
22,Louisiana,1997,"3,243,176   ","2,005,020   ",61.8   ,"1,887,248   ",58.2   ,"117,772   ",5.9   
23,Maine,1997,"969,509   ","657,625   ",67.8   ,"623,506   ",64.3   ,"34,119   ",5.2   
24,Maryland,1997,"3,887,834   ","2,773,800   ",71.3   ,"2,639,377   ",67.9   ,"134,423   ",4.8   
25,Massachusetts,1997,"4,816,034   ","3,305,580   ",68.6   ,"3,171,495   ",65.9   ,"134,085   ",4.1   
26,Michigan,1997,"7,403,588   ","4,963,186   ",67.0   ,"4,750,441   ",64.2   ,"212,745   ",4.3   
27,Minnesota,1997,"3,583,366   ","2,687,845   ",75.0   ,"2,601,258   ",72.6   ,"86,587   ",3.2   
28,Mississippi,1997,"2,044,709   ","1,270,119   ",62.1   ,"1,197,656   ",58.6   ,"72,463   ",5.7   
29,Missouri,1997,"4,128,775   ","2,918,639   ",70.7   ,"2,791,007   ",67.6   ,"127,632   ",4.4   
30,Montana,1997,"673,660   ","452,487   ",67.2   ,"427,715   ",63.5   ,"24,772   ",5.5   
31,Nebraska,1997,"1,256,965   ","921,451   ",73.3   ,"899,334   ",71.5   ,"22,117   ",2.4   
32,Nevada,1997,"1,350,578   ","936,160   ",69.3   ,"894,958   ",66.3   ,"41,202   ",4.4   
33,New Hampshire,1997,"907,459   ","651,995   ",71.8   ,"630,082   ",69.4   ,"21,913   ",3.4   
34,New Jersey,1997,"6,297,610   ","4,248,300   ",67.5   ,"4,022,575   ",63.9   ,"225,725   ",5.3   
35,New Mexico,1997,"1,298,398   ","822,033   ",63.3   ,"769,361   ",59.3   ,"52,672   ",6.4   
36,New York,1997,"14,286,283   ","9,022,802   ",63.2   ,"8,443,449   ",59.1   ,"579,353   ",6.4   
51000,New York city,1997,"6,010,855   ","3,521,741   ",58.6   ,"3,192,021   ",53.1   ,"329,720   ",9.4   
37,North Carolina,1997,"5,819,320   ","3,954,989   ",68.0   ,"3,802,959   ",65.4   ,"152,030   ",3.8   
38,North Dakota,1997,"485,168   ","348,060   ",71.7   ,"337,924   ",69.7   ,"10,136   ",2.9   
39,Ohio,1997,"8,548,800   ","5,720,779   ",66.9   ,"5,455,538   ",63.8   ,"265,241   ",4.6   
40,Oklahoma,1997,"2,507,816   ","1,607,427   ",64.1   ,"1,543,782   ",61.6   ,"63,645   ",4.0   
41,Oregon,1997,"2,543,452   ","1,744,058   ",68.6   ,"1,647,301   ",64.8   ,"96,757   ",5.5   
42,Pennsylvania,1997,"9,413,467   ","6,057,322   ",64.3   ,"5,746,875   ",61.0   ,"310,447   ",5.1   
44,Rhode Island,1997,"792,368   ","530,355   ",66.9   ,"502,017   ",63.4   ,"28,338   ",5.3   
45,South Carolina,1997,"2,895,736   ","1,919,215   ",66.3   ,"1,833,161   ",63.3   ,"86,054   ",4.5   
46,South Dakota,1997,"548,307   ","394,917   ",72.0   ,"383,346   ",69.9   ,"11,571   ",2.9   
47,Tennessee,1997,"4,216,717   ","2,775,228   ",65.8   ,"2,630,276   ",62.4   ,"144,952   ",5.2   
48,Texas,1997,"14,342,492   ","9,909,763   ",69.1   ,"9,374,339   ",65.4   ,"535,424   ",5.4   
49,Utah,1997,"1,489,853   ","1,068,000   ",71.7   ,"1,034,280   ",69.4   ,"33,720   ",3.2   
50,Vermont,1997,"459,268   ","330,141   ",71.9   ,"317,190   ",69.1   ,"12,951   ",3.9   
51,Virginia,1997,"5,105,745   ","3,457,468   ",67.7   ,"3,333,089   ",65.3   ,"124,379   ",3.6   
53,Washington,1997,"4,271,881   ","2,978,504   ",69.7   ,"2,833,392   ",66.3   ,"145,112   ",4.9   
54,West Virginia,1997,"1,437,222   ","791,204   ",55.1   ,"735,812   ",51.2   ,"55,392   ",7.0   
55,Wisconsin,1997,"3,986,530   ","2,955,346   ",74.1   ,"2,852,070   ",71.5   ,"103,276   ",3.5   
56,Wyoming,1997,"365,059   ","255,875   ",70.1   ,"243,670   ",66.7   ,"12,205   ",4.8   
01,Alabama,1998,"3,343,216   ","2,139,098   ",64.0   ,"2,043,370   ",61.1   ,"95,728   ",4.5   
02,Alaska,1998,"425,206   ","314,212   ",73.9   ,"294,397   ",69.2   ,"19,815   ",6.3   
04,Arizona,1998,"3,671,379   ","2,386,433   ",65.0   ,"2,284,902   ",62.2   ,"101,531   ",4.3   
05,Arkansas,1998,"1,980,684   ","1,243,683   ",62.8   ,"1,180,890   ",59.6   ,"62,793   ",5.0   
06,California,1998,"24,272,885   ","16,163,190   ",66.6   ,"15,200,563   ",62.6   ,"962,627   ",6.0   
037,Los Angeles County,1998,"6,857,547   ","4,547,535   ",66.3   ,"4,248,152   ",61.9   ,"299,383   ",6.6   
08,Colorado,1998,"3,108,358   ","2,298,863   ",74.0   ,"2,215,297   ",71.3   ,"83,566   ",3.6   
