FIPS Code,state/area,year,Civilian non-institutional population,CLF-Total,CLF-Pecent of population,Employment-Total,Employment-Percent of population,Unemployment-Total,Unemployment-Rate
27,Minnesota,1989,"3,240,927   ","2,324,180   ",71.7   ,"2,223,262   ",68.6   ,"100,918   ",4.3   
28,Mississippi,1989,"1,864,112   ","1,149,421   ",61.7   ,"1,059,150   ",56.8   ,"90,271   ",7.9   
29,Missouri,1989,"3,834,969   ","2,580,640   ",67.3   ,"2,437,688   ",63.6   ,"142,952   ",5.5   
30,Montana,1989,"594,537   ","407,571   ",68.6   ,"383,283   ",64.5   ,"24,288   ",6.0   
31,Nebraska,1989,"1,155,401   ","796,551   ",68.9   ,"773,597   ",67.0   ,"22,954   ",2.9   
32,Nevada,1989,"898,101   ","643,529   ",71.7   ,"613,357   ",68.3   ,"30,172   ",4.7   
33,New Hampshire,1989,"833,684   ","606,941   ",72.8   ,"586,491   ",70.3   ,"20,450   ",3.4   
34,New Jersey,1989,"6,009,500   ","3,976,203   ",66.2   ,"3,815,487   ",63.5   ,"160,716   ",4.0   
35,New Mexico,1989,"1,106,642   ","698,545   ",63.1   ,"651,439   ",58.9   ,"47,106   ",6.7   
36,New York,1989,"14,009,945   ","8,785,912   ",62.7   ,"8,359,792   ",59.7   ,"426,120   ",4.9   
51000,New York city,1989,"5,820,631   ","3,324,103   ",57.1   ,"3,109,911   ",53.4   ,"214,192   ",6.4   
37,North Carolina,1989,"5,010,151   ","3,442,747   ",68.7   ,"3,319,730   ",66.3   ,"123,017   ",3.6   
38,North Dakota,1989,"462,210   ","320,560   ",69.4   ,"306,623   ",66.3   ,"13,937   ",4.3   
39,Ohio,1989,"8,160,632   ","5,348,837   ",65.5   ,"5,051,741   ",61.9   ,"297,096   ",5.6   
40,Oklahoma,1989,"2,344,498   ","1,506,168   ",64.2   ,"1,419,691   ",60.6   ,"86,477   ",5.7   
41,Oregon,1989,"2,162,629   ","1,470,560   ",68.0   ,"1,391,549   ",64.3   ,"79,011   ",5.4   
42,Pennsylvania,1989,"9,160,230   ","5,740,285   ",62.7   ,"5,456,748   ",59.6   ,"283,537   ",4.9   
44,Rhode Island,1989,"768,325   ","518,972   ",67.5   ,"498,693   ",64.9   ,"20,279   ",3.9   
45,South Carolina,1989,"2,564,562   ","1,698,019   ",66.2   ,"1,619,583   ",63.2   ,"78,436   ",4.6   
46,South Dakota,1989,"500,560   ","346,145   ",69.2   ,"332,550   ",66.4   ,"13,595   ",3.9   
47,Tennessee,1989,"3,717,932   ","2,345,127   ",63.1   ,"2,225,504   ",59.9   ,"119,623   ",5.1   
48,Texas,1989,"12,459,645   ","8,576,504   ",68.8   ,"7,998,862   ",64.2   ,"577,642   ",6.7   
49,Utah,1989,"1,129,003   ","798,691   ",70.7   ,"761,911   ",67.5   ,"36,780   ",4.6   
50,Vermont,1989,"422,608   ","301,807   ",71.4   ,"291,188   ",68.9   ,"10,619   ",3.5   
51,Virginia,1989,"4,591,417   ","3,175,434   ",69.2   ,"3,051,835   ",66.5   ,"123,599   ",3.9   
53,Washington,1989,"3,616,114   ","2,483,369   ",68.7   ,"2,337,367   ",64.6   ,"146,002   ",5.9   
54,West Virginia,1989,"1,395,440   ","754,668   ",54.1   ,"689,309   ",49.4   ,"65,359   ",8.7   
55,Wisconsin,1989,"3,658,220   ","2,587,778   ",70.7   ,"2,476,302   ",67.7   ,"111,476   ",4.3   
56,Wyoming,1989,"330,750   ","233,573   ",70.6   ,"219,540   ",66.4   ,"14,033   ",6.0   
01,Alabama,1990,"3,072,453   ","1,905,876   ",62.0   ,"1,775,847   ",57.8   ,"130,029   ",6.8   
02,Alaska,1990,"371,896   ","273,195   ",73.5   ,"253,410   ",68.1   ,"19,785   ",7.2   
04,Arizona,1990,"2,776,725   ","1,793,063   ",64.6   ,"1,698,918   ",61.2   ,"94,145   ",5.3   
05,Arkansas,1990,"1,780,563   ","1,125,637   ",63.2   ,"1,048,601   ",58.9   ,"77,036   ",6.8   
06,California,1990,"22,598,317   ","15,176,273   ",67.2   ,"14,301,807   ",63.3   ,"874,466   ",5.8   
037,Los Angeles County,1990,"6,753,548   ","4,526,560   ",67.0   ,"4,260,749   ",63.1   ,"265,811   ",5.9   
08,Colorado,1990,"2,488,617   ","1,772,263   ",71.2   ,"1,681,919   ",67.6   ,"90,344   ",5.1   
09,Connecticut,1990,"2,573,383   ","1,822,363   ",70.8   ,"1,732,728   ",67.3   ,"89,635   ",4.9   
10,Delaware,1990,"512,050   ","357,700   ",69.9   ,"342,073   ",66.8   ,"15,627   ",4.4   
11,District of Columbia,1990,"485,352   ","329,771   ",67.9   ,"309,911   ",63.9   ,"19,860   ",6.0   
12,Florida,1990,"10,259,947   ","6,506,291   ",63.4   ,"6,103,602   ",59.5   ,"402,689   ",6.2   
13,Georgia,1990,"4,872,862   ","3,294,278   ",67.6   ,"3,117,860   ",64.0   ,"176,418   ",5.4   
15,Hawaii,1990,"808,930   ","548,026   ",67.7   ,"533,665   ",66.0   ,"14,361   ",2.6   
16,Idaho,1990,"728,627   ","493,677   ",67.8   ,"466,253   ",64.0   ,"27,424   ",5.6   
17,Illinois,1990,"8,690,845   ","5,910,726   ",68.0   ,"5,538,385   ",63.7   ,"372,341   ",6.3   
18,Indiana,1990,"4,181,940   ","2,799,013   ",66.9   ,"2,656,668   ",63.5   ,"142,345   ",5.1   
19,Iowa,1990,"2,088,400   ","1,456,385   ",69.7   ,"1,392,149   ",66.7   ,"64,236   ",4.4   
20,Kansas,1990,"1,823,410   ","1,268,820   ",69.6   ,"1,214,717   ",66.6   ,"54,103   ",4.3   
21,Kentucky,1990,"2,798,669   ","1,751,669   ",62.6   ,"1,645,878   ",58.8   ,"105,791   ",6.0   
22,Louisiana,1990,"3,072,638   ","1,852,619   ",60.3   ,"1,736,186   ",56.5   ,"116,433   ",6.3   
23,Maine,1990,"939,392   ","630,793   ",67.1   ,"597,214   ",63.6   ,"33,579   ",5.3   
24,Maryland,1990,"3,690,616   ","2,592,115   ",70.2   ,"2,477,970   ",67.1   ,"114,145   ",4.4   
25,Massachusetts,1990,"4,713,012   ","3,239,024   ",68.7   ,"3,033,046   ",64.4   ,"205,978   ",6.4   
26,Michigan,1990,"7,014,637   ","4,612,371   ",65.8   ,"4,257,964   ",60.7   ,"354,407   ",7.7   
27,Minnesota,1990,"3,270,480   ","2,385,388   ",72.9   ,"2,272,919   ",69.5   ,"112,469   ",4.7   
28,Mississippi,1990,"1,894,122   ","1,175,009   ",62.0   ,"1,086,267   ",57.3   ,"88,742   ",7.6   
29,Missouri,1990,"3,861,000   ","2,615,139   ",67.7   ,"2,461,017   ",63.7   ,"154,122   ",5.9   
30,Montana,1990,"595,685   ","402,673   ",67.6   ,"378,306   ",63.5   ,"24,367   ",6.1   
31,Nebraska,1990,"1,162,143   ","815,248   ",70.2   ,"796,224   ",68.5   ,"19,024   ",2.3   
32,Nevada,1990,"939,308   ","669,205   ",71.2   ,"637,089   ",67.8   ,"32,116   ",4.8   
33,New Hampshire,1990,"847,867   ","622,323   ",73.4   ,"589,678   ",69.5   ,"32,645   ",5.2   
34,New Jersey,1990,"6,045,292   ","4,053,479   ",67.1   ,"3,848,220   ",63.7   ,"205,259   ",5.1   
35,New Mexico,1990,"1,118,306   ","713,032   ",63.8   ,"665,546   ",59.5   ,"47,486   ",6.7   
36,New York,1990,"14,078,332   ","8,842,219   ",62.8   ,"8,372,838   ",59.5   ,"469,381   ",5.3   
51000,New York city,1990,"5,849,815   ","3,336,729   ",57.0   ,"3,108,892   ",53.1   ,"227,837   ",6.8   
37,North Carolina,1990,"5,095,577   ","3,474,656   ",68.2   ,"3,331,511   ",65.4   ,"143,145   ",4.1   
38,North Dakota,1990,"463,399   ","315,548   ",68.1   ,"302,497   ",65.3   ,"13,051   ",4.1   
39,Ohio,1990,"8,231,324   ","5,395,712   ",65.6   ,"5,086,720   ",61.8   ,"308,992   ",5.7   
40,Oklahoma,1990,"2,346,694   ","1,513,406   ",64.5   ,"1,431,543   ",61.0   ,"81,863   ",5.4   
41,Oregon,1990,"2,193,787   ","1,495,339   ",68.2   ,"1,414,592   ",64.5   ,"80,747   ",5.4   
42,Pennsylvania,1990,"9,205,470   ","5,794,580   ",62.9   ,"5,475,592   ",59.5   ,"318,988   ",5.5   
44,Rhode Island,1990,"775,742   ","522,944   ",67.4   ,"490,495   ",63.2   ,"32,449   ",6.2   
45,South Carolina,1990,"2,611,727   ","1,732,623   ",66.3   ,"1,647,991   ",63.1   ,"84,632   ",4.9   
46,South Dakota,1990,"500,896   ","349,700   ",69.8   ,"337,114   ",67.3   ,"12,586   ",3.6   
47,Tennessee,1990,"3,765,275   ","2,396,695   ",63.7   ,"2,268,518   ",60.2   ,"128,177   ",5.3   
48,Texas,1990,"12,603,912   ","8,637,317   ",68.5   ,"8,087,805   ",64.2   ,"549,512   ",6.4   
49,Utah,1990,"1,158,945   ","821,483   ",70.9   ,"785,704   ",67.8   ,"35,779   ",4.4   
50,Vermont,1990,"429,429   ","305,688   ",71.2   ,"290,947   ",67.8   ,"14,741   ",4.8   
51,Virginia,1990,"4,655,010   ","3,232,417   ",69.4   ,"3,089,378   ",66.4   ,"143,039   ",4.4   
53,Washington,1990,"3,676,290   ","2,526,938   ",68.7   ,"2,397,150   ",65.2   ,"129,788   ",5.1   
54,West Virginia,1990,"1,398,473   ","762,429   ",54.5   ,"696,398   ",49.8   ,"66,031   ",8.7   
55,Wisconsin,1990,"3,677,178   ","2,597,144   ",70.6   ,"2,483,196   ",67.5   ,"113,948   ",4.4   
56,Wyoming,1990,"329,496   ","234,016   ",71.0   ,"221,990   ",67.4   ,"12,026   ",5.1   
01,Alabama,1991,"3,115,193   ","1,921,888   ",61.7   ,"1,782,407   ",57.2   ,"139,481   ",7.3   
02,Alaska,1991,"381,360   ","277,553   ",72.8   ,"254,529   ",66.7   ,"23,024   ",8.3   
04,Arizona,1991,"2,853,196   ","1,810,065   ",63.4   ,"1,704,375   ",59.7   ,"105,690   ",5.8   
05,Arkansas,1991,"1,802,958   ","1,135,779   ",63.0   ,"1,052,808   ",58.4   ,"82,971   ",7.3   
06,California,1991,"22,781,063   ","15,127,433   ",66.4   ,"13,946,660   ",61.2   ,"1,180,773   ",7.8   
037,Los Angeles County,1991,"6,731,330   ","4,457,832   ",66.2   ,"4,100,078   ",60.9   ,"357,754   ",8.0   
08,Colorado,1991,"2,542,126   ","1,802,399   ",70.9   ,"1,707,101   ",67.2   ,"95,298   ",5.3   
09,Connecticut,1991,"2,570,348   ","1,830,597   ",71.2   ,"1,711,923   ",66.6   ,"118,674   ",6.5   
10,Delaware,1991,"520,843   ","361,330   ",69.4   ,"339,768   ",65.2   ,"21,562   ",6.0   
11,District of Columbia,1991,"479,717   ","322,090   ",67.1   ,"297,431   ",62.0   ,"24,659   ",7.7   
12,Florida,1991,"10,482,131   ","6,526,338   ",62.3   ,"6,026,712   ",57.5   ,"499,626   ",7.7   
13,Georgia,1991,"4,975,699   ","3,312,810   ",66.6   ,"3,138,336   ",63.1   ,"174,474   ",5.3   
15,Hawaii,1991,"825,805   ","563,027   ",68.2   ,"547,423   ",66.3   ,"15,604   ",2.8   
16,Idaho,1991,"751,702   ","509,579   ",67.8   ,"477,317   ",63.5   ,"32,262   ",6.3   
17,Illinois,1991,"8,766,600   ","5,928,036   ",67.6   ,"5,496,923   ",62.7   ,"431,113   ",7.3   
18,Indiana,1991,"4,242,184   ","2,798,710   ",66.0   ,"2,639,780   ",62.2   ,"158,930   ",5.7   
19,Iowa,1991,"2,104,225   ","1,480,458   ",70.4   ,"1,411,258   ",67.1   ,"69,200   ",4.7   
20,Kansas,1991,"1,833,932   ","1,283,043   ",70.0   ,"1,225,463   ",66.8   ,"57,580   ",4.5   
21,Kentucky,1991,"2,827,493   ","1,759,109   ",62.2   ,"1,631,009   ",57.7   ,"128,100   ",7.3   
22,Louisiana,1991,"3,096,905   ","1,898,397   ",61.3   ,"1,760,920   ",56.9   ,"137,477   ",7.2   
23,Maine,1991,"943,818   ","640,175   ",67.8   ,"590,450   ",62.6   ,"49,725   ",7.8   
24,Maryland,1991,"3,718,915   ","2,619,590   ",70.4   ,"2,467,762   ",66.4   ,"151,828   ",5.8   
25,Massachusetts,1991,"4,694,940   ","3,182,989   ",67.8   ,"2,900,001   ",61.8   ,"282,988   ",8.9   
26,Michigan,1991,"7,073,764   ","4,594,997   ",65.0   ,"4,168,988   ",58.9   ,"426,009   ",9.3   
27,Minnesota,1991,"3,308,114   ","2,421,459   ",73.2   ,"2,297,783   ",69.5   ,"123,676   ",5.1   
28,Mississippi,1991,"1,914,737   ","1,182,205   ",61.7   ,"1,083,527   ",56.6   ,"98,678   ",8.3   
29,Missouri,1991,"3,892,293   ","2,646,970   ",68.0   ,"2,473,531   ",63.5   ,"173,439   ",6.6   
30,Montana,1991,"602,344   ","402,449   ",66.8   ,"374,528   ",62.2   ,"27,921   ",6.9   
31,Nebraska,1991,"1,174,038   ","833,208   ",71.0   ,"811,259   ",69.1   ,"21,949   ",2.6   
32,Nevada,1991,"997,877   ","698,885   ",70.0   ,"658,183   ",66.0   ,"40,702   ",5.8   
33,New Hampshire,1991,"848,143   ","618,861   ",73.0   ,"577,071   ",68.0   ,"41,790   ",6.8   
34,New Jersey,1991,"6,075,160   ","4,060,770   ",66.8   ,"3,785,998   ",62.3   ,"274,772   ",6.8   
35,New Mexico,1991,"1,138,897   ","722,542   ",63.4   ,"670,151   ",58.8   ,"52,391   ",7.3   
36,New York,1991,"14,098,333   ","8,752,801   ",62.1   ,"8,112,231   ",57.5   ,"640,570   ",7.3   
51000,New York city,1991,"5,850,085   ","3,284,009   ",56.1   ,"2,992,781   ",51.2   ,"291,228   ",8.9   
37,North Carolina,1991,"5,190,616   ","3,531,193   ",68.0   ,"3,322,360   ",64.0   ,"208,833   ",5.9   
38,North Dakota,1991,"463,887   ","316,397   ",68.2   ,"302,639   ",65.2   ,"13,758   ",4.3   
39,Ohio,1991,"8,297,689   ","5,421,022   ",65.3   ,"5,065,101   ",61.0   ,"355,921   ",6.6   
40,Oklahoma,1991,"2,363,614   ","1,508,909   ",63.8   ,"1,418,540   ",60.0   ,"90,369   ",6.0   
41,Oregon,1991,"2,243,827   ","1,514,075   ",67.5   ,"1,420,921   ",63.3   ,"93,154   ",6.2   
42,Pennsylvania,1991,"9,255,931   ","5,833,194   ",63.0   ,"5,430,023   ",58.7   ,"403,171   ",6.9   
44,Rhode Island,1991,"779,351   ","523,337   ",67.2   ,"480,033   ",61.6   ,"43,304   ",8.3   
45,South Carolina,1991,"2,663,381   ","1,762,572   ",66.2   ,"1,654,432   ",62.1   ,"108,140   ",6.1   
46,South Dakota,1991,"505,277   ","355,438   ",70.3   ,"342,935   ",67.9   ,"12,503   ",3.5   
47,Tennessee,1991,"3,822,116   ","2,420,883   ",63.3   ,"2,259,563   ",59.1   ,"161,320   ",6.7   
48,Texas,1991,"12,805,622   ","8,775,225   ",68.5   ,"8,165,358   ",63.8   ,"609,867   ",6.9   
49,Utah,1991,"1,201,896   ","847,983   ",70.6   ,"807,758   ",67.2   ,"40,225   ",4.7   
50,Vermont,1991,"432,456   ","307,330   ",71.1   ,"287,848   ",66.6   ,"19,482   ",6.3   
51,Virginia,1991,"4,712,082   ","3,315,866   ",70.4   ,"3,123,565   ",66.3   ,"192,301   ",5.8   
53,Washington,1991,"3,762,110   ","2,556,731   ",68.0   ,"2,399,619   ",63.8   ,"157,112   ",6.1   
54,West Virginia,1991,"1,408,872   ","775,922   ",55.1   ,"693,227   ",49.2   ,"82,695   ",10.7   
55,Wisconsin,1991,"3,720,301   ","2,629,989   ",70.7   ,"2,488,764   ",66.9   ,"141,225   ",5.4   
56,Wyoming,1991,"333,480   ","235,013   ",70.5   ,"223,195   ",66.9   ,"11,818   ",5.0   
01,Alabama,1992,"3,151,701   ","1,961,659   ",62.2   ,"1,814,253   ",57.6   ,"147,406   ",7.5   
02,Alaska,1992,"394,252   ","287,523   ",72.9   ,"262,011   ",66.5   ,"25,512   ",8.9   
04,Arizona,1992,"2,952,190   ","1,877,292   ",63.6   ,"1,735,118   ",58.8   ,"142,174   ",7.6   
05,Arkansas,1992,"1,824,702   ","1,159,639   ",63.6   ,"1,078,413   ",59.1   ,"81,226   ",7.0   
06,California,1992,"23,048,888   ","15,314,767   ",66.4   ,"13,878,519   ",60.2   ,"1,436,248   ",9.4   
037,Los Angeles County,1992,"6,760,009   ","4,453,183   ",65.9   ,"4,013,050   ",59.4   ,"440,133   ",9.9   
08,Colorado,1992,"2,619,017   ","1,847,786   ",70.6   ,"1,734,727   ",66.2   ,"113,059   ",6.1   
09,Connecticut,1992,"2,557,975   ","1,820,253   ",71.2   ,"1,687,285   ",66.0   ,"132,968   ",7.3   
10,Delaware,1992,"528,400   ","367,357   ",69.5   ,"347,228   ",65.7   ,"20,129   ",5.5   
11,District of Columbia,1992,"473,239   ","317,759   ",67.1   ,"290,571   ",61.4   ,"27,188   ",8.6   
12,Florida,1992,"10,683,773   ","6,633,872   ",62.1   ,"6,076,283   ",56.9   ,"557,589   ",8.4   
13,Georgia,1992,"5,083,915   ","3,420,960   ",67.3   ,"3,193,112   ",62.8   ,"227,848   ",6.7   
15,Hawaii,1992,"838,875   ","575,374   ",68.6   ,"551,673   ",65.8   ,"23,701   ",4.1   
16,Idaho,1992,"775,082   ","529,564   ",68.3   ,"494,892   ",63.9   ,"34,672   ",6.5   
17,Illinois,1992,"8,840,703   ","6,027,357   ",68.2   ,"5,553,506   ",62.8   ,"473,851   ",7.9   
18,Indiana,1992,"4,289,330   ","2,860,224   ",66.7   ,"2,685,823   ",62.6   ,"174,401   ",6.1   
19,Iowa,1992,"2,124,204   ","1,514,680   ",71.3   ,"1,446,656   ",68.1   ,"68,024   ",4.5   
20,Kansas,1992,"1,857,204   ","1,308,002   ",70.4   ,"1,248,554   ",67.2   ,"59,448   ",4.5   
21,Kentucky,1992,"2,855,989   ","1,777,669   ",62.2   ,"1,655,170   ",58.0   ,"122,499   ",6.9   
22,Louisiana,1992,"3,118,969   ","1,920,132   ",61.6   ,"1,770,730   ",56.8   ,"149,402   ",7.8   
23,Maine,1992,"945,090   ","641,044   ",67.8   ,"593,907   ",62.8   ,"47,137   ",7.4   
24,Maryland,1992,"3,742,881   ","2,660,182   ",71.1   ,"2,486,595   ",66.4   ,"173,587   ",6.5   
25,Massachusetts,1992,"4,684,751   ","3,182,773   ",67.9   ,"2,902,499   ",62.0   ,"280,274   ",8.8   
26,Michigan,1992,"7,129,242   ","4,672,355   ",65.5   ,"4,248,357   ",59.6   ,"423,998   ",9.1   
27,Minnesota,1992,"3,344,700   ","2,457,494   ",73.5   ,"2,332,934   ",69.8   ,"124,560   ",5.1   
28,Mississippi,1992,"1,928,264   ","1,191,873   ",61.8   ,"1,096,607   ",56.9   ,"95,266   ",8.0   
29,Missouri,1992,"3,920,245   ","2,657,267   ",67.8   ,"2,494,891   ",63.6   ,"162,376   ",6.1   
30,Montana,1992,"612,810   ","418,696   ",68.3   ,"390,580   ",63.7   ,"28,116   ",6.7   
31,Nebraska,1992,"1,187,864   ","843,890   ",71.0   ,"820,198   ",69.0   ,"23,692   ",2.8   
32,Nevada,1992,"1,046,020   ","727,055   ",69.5   ,"677,784   ",64.8   ,"49,271   ",6.8   
33,New Hampshire,1992,"849,786   ","616,730   ",72.6   ,"571,782   ",67.3   ,"44,948   ",7.3   
34,New Jersey,1992,"6,095,991   ","4,064,349   ",66.7   ,"3,716,982   ",61.0   ,"347,367   ",8.5   
35,New Mexico,1992,"1,164,136   ","736,570   ",63.3   ,"682,586   ",58.6   ,"53,984   ",7.3   
36,New York,1992,"14,113,464   ","8,754,456   ",62.0   ,"7,990,352   ",56.6   ,"764,104   ",8.7   
51000,New York city,1992,"5,852,045   ","3,318,901   ",56.7   ,"2,948,506   ",50.4   ,"370,395   ",11.2   
37,North Carolina,1992,"5,268,241   ","3,596,933   ",68.3   ,"3,372,007   ",64.0   ,"224,926   ",6.3   
38,North Dakota,1992,"466,007   ","317,848   ",68.2   ,"303,434   ",65.1   ,"14,414   ",4.5   
39,Ohio,1992,"8,343,205   ","5,497,271   ",65.9   ,"5,090,371   ",61.0   ,"406,900   ",7.4   
40,Oklahoma,1992,"2,388,838   ","1,525,458   ",63.9   ,"1,435,452   ",60.1   ,"90,006   ",5.9   
41,Oregon,1992,"2,292,528   ","1,558,936   ",68.0   ,"1,445,764   ",63.1   ,"113,172   ",7.3   
42,Pennsylvania,1992,"9,281,756   ","5,883,297   ",63.4   ,"5,448,674   ",58.7   ,"434,623   ",7.4   
44,Rhode Island,1992,"778,886   ","529,069   ",67.9   ,"481,436   ",61.8   ,"47,633   ",9.0   
45,South Carolina,1992,"2,699,099   ","1,796,665   ",66.6   ,"1,675,819   ",62.1   ,"120,846   ",6.7   
46,South Dakota,1992,"510,844   ","361,165   ",70.7   ,"348,771   ",68.3   ,"12,394   ",3.4   
47,Tennessee,1992,"3,875,144   ","2,470,352   ",63.7   ,"2,310,842   ",59.6   ,"159,510   ",6.5   
48,Texas,1992,"13,032,617   ","9,002,462   ",69.1   ,"8,308,391   ",63.8   ,"694,071   ",7.7   
49,Utah,1992,"1,250,185   ","882,393   ",70.6   ,"839,411   ",67.1   ,"42,982   ",4.9   
50,Vermont,1992,"434,976   ","310,469   ",71.4   ,"291,752   ",67.1   ,"18,717   ",6.0   
51,Virginia,1992,"4,776,980   ","3,368,126   ",70.5   ,"3,164,672   ",66.2   ,"203,454   ",6.0   
53,Washington,1992,"3,857,532   ","2,638,015   ",68.4   ,"2,448,362   ",63.5   ,"189,653   ",7.2   
54,West Virginia,1992,"1,416,248   ","784,596   ",55.4   ,"696,628   ",49.2   ,"87,968   ",11.2   
55,Wisconsin,1992,"3,766,594   ","2,696,888   ",71.6   ,"2,559,703   ",68.0   ,"137,185   ",5.1   
56,Wyoming,1992,"339,511   ","238,136   ",70.1   ,"225,146   ",66.3   ,"12,990   ",5.5   
01,Alabama,1993,"3,194,712   ","1,996,835   ",62.5   ,"1,852,186   ",58.0   ,"144,649   ",7.2   
02,Alaska,1993,"402,806   ","294,644   ",73.1   ,"271,708   ",67.5   ,"22,936   ",7.8   
04,Arizona,1993,"3,067,194   ","1,942,834   ",63.3   ,"1,819,916   ",59.3   ,"122,918   ",6.3   
05,Arkansas,1993,"1,857,275   ","1,173,325   ",63.2   ,"1,101,465   ",59.3   ,"71,860   ",6.1   
06,California,1993,"23,149,712   ","15,258,822   ",65.9   ,"13,804,138   ",59.6   ,"1,454,684   ",9.5   
037,Los Angeles County,1993,"6,761,381   ","4,349,176   ",64.3   ,"3,911,641   ",57.9   ,"437,535   ",10.1   
08,Colorado,1993,"2,712,217   ","1,927,991   ",71.1   ,"1,824,385   ",67.3   ,"103,606   ",5.4   
09,Connecticut,1993,"2,551,354   ","1,794,761   ",70.3   ,"1,678,486   ",65.8   ,"116,275   ",6.5   
10,Delaware,1993,"536,871   ","375,444   ",69.9   ,"356,718   ",66.4   ,"18,726   ",5.0   
11,District of Columbia,1993,"470,179   ","314,634   ",66.9   ,"288,338   ",61.3   ,"26,296   ",8.4   
12,Florida,1993,"10,877,831   ","6,752,363   ",62.1   ,"6,254,688   ",57.5   ,"497,675   ",7.4   
13,Georgia,1993,"5,199,184   ","3,500,560   ",67.3   ,"3,299,946   ",63.5   ,"200,614   ",5.7   
15,Hawaii,1993,"848,937   ","581,443   ",68.5   ,"556,005   ",65.5   ,"25,438   ",4.4   
16,Idaho,1993,"802,793   ","551,390   ",68.7   ,"517,792   ",64.5   ,"33,598   ",6.1   
17,Illinois,1993,"8,923,863   ","6,073,997   ",68.1   ,"5,620,298   ",63.0   ,"453,699   ",7.5   
18,Indiana,1993,"4,341,806   ","2,947,320   ",67.9   ,"2,797,285   ",64.4   ,"150,035   ",5.1   
19,Iowa,1993,"2,142,347   ","1,547,628   ",72.2   ,"1,483,726   ",69.3   ,"63,902   ",4.1   
20,Kansas,1993,"1,879,138   ","1,325,718   ",70.5   ,"1,260,117   ",67.1   ,"65,601   ",4.9   
21,Kentucky,1993,"2,894,146   ","1,799,817   ",62.2   ,"1,688,322   ",58.3   ,"111,495   ",6.2   
22,Louisiana,1993,"3,143,030   ","1,907,789   ",60.7   ,"1,765,792   ",56.2   ,"141,997   ",7.4   
23,Maine,1993,"948,526   ","629,764   ",66.4   ,"586,983   ",61.9   ,"42,781   ",6.8   
24,Maryland,1993,"3,766,012   ","2,667,404   ",70.8   ,"2,506,045   ",66.5   ,"161,359   ",6.0   
25,Massachusetts,1993,"4,691,976   ","3,186,676   ",67.9   ,"2,954,602   ",63.0   ,"232,074   ",7.3   
26,Michigan,1993,"7,175,639   ","4,726,410   ",65.9   ,"4,380,303   ",61.0   ,"346,107   ",7.3   
27,Minnesota,1993,"3,392,446   ","2,510,122   ",74.0   ,"2,386,012   ",70.3   ,"124,110   ",4.9   
28,Mississippi,1993,"1,949,784   ","1,211,585   ",62.1   ,"1,130,009   ",58.0   ,"81,576   ",6.7   
29,Missouri,1993,"3,960,937   ","2,702,887   ",68.2   ,"2,536,698   ",64.0   ,"166,189   ",6.1   
30,Montana,1993,"626,611   ","424,671   ",67.8   ,"398,769   ",63.6   ,"25,902   ",6.1   
31,Nebraska,1993,"1,201,522   ","860,831   ",71.6   ,"837,095   ",69.7   ,"23,736   ",2.8   
32,Nevada,1993,"1,093,964   ","765,546   ",70.0   ,"712,981   ",65.2   ,"52,565   ",6.9   
33,New Hampshire,1993,"857,094   ","619,475   ",72.3   ,"581,478   ",67.8   ,"37,997   ",6.1   
34,New Jersey,1993,"6,126,566   ","4,037,852   ",65.9   ,"3,724,389   ",60.8   ,"313,463   ",7.8   
35,New Mexico,1993,"1,191,451   ","757,046   ",63.5   ,"701,651   ",58.9   ,"55,395   ",7.3   
36,New York,1993,"14,153,921   ","8,733,140   ",61.7   ,"8,038,114   ",56.8   ,"695,026   ",8.0   
51000,New York city,1993,"5,877,255   ","3,303,622   ",56.2   ,"2,959,587   ",50.4   ,"344,035   ",10.4   
37,North Carolina,1993,"5,372,300   ","3,618,890   ",67.4   ,"3,433,805   ",63.9   ,"185,085   ",5.1   
38,North Dakota,1993,"469,791   ","322,604   ",68.7   ,"308,901   ",65.8   ,"13,703   ",4.2   
39,Ohio,1993,"8,396,556   ","5,508,456   ",65.6   ,"5,141,326   ",61.2   ,"367,130   ",6.7   
40,Oklahoma,1993,"2,412,642   ","1,532,413   ",63.5   ,"1,445,957   ",59.9   ,"86,456   ",5.6   
41,Oregon,1993,"2,349,222   ","1,603,108   ",68.2   ,"1,491,252   ",63.5   ,"111,856   ",7.0   
42,Pennsylvania,1993,"9,318,740   ","5,888,471   ",63.2   ,"5,485,867   ",58.9   ,"402,604   ",6.8   
44,Rhode Island,1993,"779,339   ","523,202   ",67.1   ,"483,173   ",62.0   ,"40,029   ",7.7   
45,South Carolina,1993,"2,738,558   ","1,825,100   ",66.6   ,"1,691,707   ",61.8   ,"133,393   ",7.3   
46,South Dakota,1993,"519,407   ","367,413   ",70.7   ,"354,717   ",68.3   ,"12,696   ",3.5   
47,Tennessee,1993,"3,935,580   ","2,533,074   ",64.4   ,"2,386,937   ",60.7   ,"146,137   ",5.8   
48,Texas,1993,"13,290,066   ","9,158,638   ",68.9   ,"8,497,340   ",63.9   ,"661,298   ",7.2   
49,Utah,1993,"1,302,875   ","935,163   ",71.8   ,"897,342   ",68.9   ,"37,821   ",4.0   
50,Vermont,1993,"438,831   ","313,449   ",71.4   ,"297,725   ",67.8   ,"15,724   ",5.0   
51,Virginia,1993,"4,848,836   ","3,365,576   ",69.4   ,"3,193,302   ",65.9   ,"172,274   ",5.1   
